               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10498,              0.0673,                   0,             0.27215,             0.24242,             0.12323,            0.035899,            0.072712,            0.026981,                   0,              0.0721,              0.0031,              0.0031
